"probs","labels"
"0.057760116","0"
"0.049172774","0"
"0.02211855","0"
"0.1326688","0"
"0.005390442","0"
"0.079182886","0"
"0.1073732","0"
"0.16119061","0"
"0.008011895","0"
"0.03409457","0"
"0.02420529","0"
"0.05668319","0"
"0.6093406","0"
"0.045838207","0"
"0.34824196","0"
"0.03051249","0"
"0.28052142","0"
"0.042670872","0"
"0.120507196","0"
"0.01968541","0"
"0.019065622","0"
"0.18675597","0"
"0.17757303","0"
"0.037739545","0"
"0.12463524","0"
"0.023383638","0"
"0.8062217","0"
"0.18764241","0"
"0.038431358","0"
"0.023869336","0"
"0.012548359","0"
"0.015668979","0"
"0.07158766","0"
"0.032080986","0"
"0.1437887","0"
"0.02730366","0"
"0.055447605","0"
"0.4332263","0"
"0.15612926","0"
"0.21362828","0"
"0.28535515","0"
"0.02572592","0"
"0.06656282","0"
"0.031374943","0"
"0.020819085","0"
"0.84623414","1"
"0.12635411","0"
"0.17869544","0"
"0.90846366","1"
"0.07786961","0"
"0.026425397","0"
"0.055874385","0"
"0.35394815","0"
"0.01564158","0"
"0.05280775","0"
"0.010845364","0"
"0.4590941","0"
"0.008233407","0"
"0.50449485","1"
"0.15431207","0"
"0.029834477","0"
"0.14451572","0"
"0.87897605","0"
"0.00987054","0"
"0.111350134","0"
"0.043828275","0"
"0.041458383","0"
"0.20472567","0"
"0.07548796","0"
"0.14619425","0"
"0.15779886","0"
"0.49741492","0"
"0.09544487","0"
"0.053044494","0"
"0.019981846","0"
"0.26539418","0"
"0.076452635","0"
"0.027689032","0"
"0.15773652","0"
"0.08946864","0"
"0.0073381076","0"
"0.8989695","1"
"0.06538372","0"
"0.021151105","0"
"0.01868874","0"
"0.057679676","0"
"0.49021134","0"
"0.045874767","0"
"0.1565769","0"
"0.96409255","1"
"0.08717965","0"
"0.011776655","0"
"0.61256856","0"
"0.03327832","0"
"0.0174626","0"
"0.102491744","0"
"0.027780833","0"
"0.7485622","0"
"0.0644952","0"
"0.1760076","0"
"0.07472642","0"
"0.16981669","0"
"0.19022799","0"
"0.025419263","0"
"0.027869074","0"
"0.4522577","0"
"0.09040837","1"
"0.13891292","0"
"0.034289643","0"
"0.026716027","0"
"0.1206507","0"
"0.1264673","0"
"0.1614255","0"
"0.0528391","0"
"0.09054071","0"
"0.23828687","0"
"0.2177481","0"
"0.014440101","0"
"0.33375284","0"
"0.20047775","0"
"0.081619255","0"
"0.99907035","0"
"0.018117348","0"
"0.10350933","0"
"0.04685767","0"
"0.076577924","0"
"0.44053006","0"
"0.08038053","0"
"0.025296452","0"
"0.32929","0"
"0.12757257","0"
"0.13009618","0"
"0.54433715","0"
"0.016046656","0"
"0.061030313","0"
"0.29736373","0"
"0.01862865","0"
"0.022936963","0"
"0.021890663","0"
"0.015656505","0"
"0.12714157","0"
"0.086096756","0"
"0.044041976","0"
"0.037682444","0"
"0.026695123","0"
"0.96732116","0"
"0.5343801","0"
"0.57661206","0"
"0.02969071","0"
"0.07610949","0"
"0.059299957","0"
"0.026246712","0"
"0.1682559","0"
"0.023887813","0"
"0.07706592","0"
"0.17548166","0"
"0.1758708","0"
"0.0464612","0"
"0.01939441","0"
"0.19849126","0"
"0.0373686","0"
"0.06236622","0"
"0.05776289","0"
"0.037556756","0"
"0.071420416","0"
"0.7129982","1"
"0.015149244","0"
"0.033463664","0"
"0.1393268","0"
"0.030747937","0"
"0.8718097","0"
"0.06700754","0"
"0.023285102","0"
"0.1385469","0"
"0.08216395","0"
"0.14654788","0"
"0.11191958","0"
"0.1572584","0"
"0.064417936","0"
"0.16435799","0"
"0.0150719695","0"
"0.21139026","0"
"0.11921958","0"
"0.018186124","0"
"0.09241938","0"
"0.4251801","0"
"0.3720019","0"
"0.018714733","0"
"0.070839755","0"
"0.17578426","0"
"0.2571649","0"
"0.019082315","0"
"0.02308729","0"
"0.20411271","0"
"0.13991113","0"
"0.10159993","0"
"0.07989595","0"
"0.07658013","0"
"0.030417904","0"
"0.057134937","0"
"0.20435013","0"
"0.031697586","0"
"0.0046376353","0"
"0.1748354","0"
"0.07895088","0"
"0.1817418","0"
"0.0046650404","0"
"0.0241453","0"
"0.05971688","0"
"0.007453542","0"
"0.0209171","0"
"0.09487757","0"
"0.44808364","0"
"0.11757282","0"
"0.015480092","0"
"0.025232343","0"
"0.2693628","0"
"0.050463434","0"
"0.13222362","0"
"0.053004015","0"
"0.466745","0"
"0.016895982","0"
"0.01707435","0"
"0.017694114","0"
"0.021295032","0"
"0.010225967","0"
"0.14762056","0"
"0.2176685","0"
"0.1048932","0"
"0.02932642","0"
"0.012145613","0"
"0.8927983","0"
"0.9751279","0"
"0.2108261","0"
"0.09354841","0"
"0.07113614","0"
"0.084903374","0"
"0.026993202","0"
"0.030434037","0"
"0.014514167","0"
"0.16050223","0"
"0.02514164","0"
"0.11468857","0"
"0.21911828","0"
"0.019502113","0"
"0.061880983","0"
"0.08205351","0"
"0.4104438","0"
"0.029436601","0"
"0.31864747","0"
"0.6577952","0"
"0.2064273","0"
"0.022965787","0"
"0.18783693","0"
"0.19165088","0"
"0.07596941","0"
"0.43721464","0"
"0.723553","0"
"0.1632609","0"
"0.016216582","0"
"0.08086103","0"
"0.7159403","1"
"0.00539426","0"
"0.01810725","0"
"0.5379076","0"
"0.70898026","0"
"0.014978725","0"
"0.126568","0"
"0.027404957","0"
"0.0090458635","0"
"0.047594484","0"
"0.05921094","0"
"0.024815684","0"
"0.013570522","0"
"0.026565153","0"
"0.12669225","0"
"0.63450694","0"
"0.019721465","0"
"0.023212759","0"
"0.036901116","0"
"0.73665845","0"
"0.097200036","0"
"0.20272174","0"
"0.17928256","0"
"0.03255505","0"
"0.33485797","0"
"0.76119655","0"
"0.7014963","0"
"0.23055634","0"
